Marca temporal,Curso,Opinión General Sobre el Curso,¿Aprobó la Cursada?,¿Cómo te Resultaron los Temas de la Materia?,¿Los Temas de la Materia Están Actualizados?,Nivel de las Clases Teóricas del Curso,Nivel de las Clases Prácticas del Curso,Dificultad del Curso,Dificultad del TP,Comentarios Sobre el Curso,¿Tenes algun comentario o sugerencia sobre la cursada virtual de este cuatrimestre?
9/1/2020 15:59:02,Proyectos Informaticos/Adm. y Control de Proyectos Informaticos I - Fontela,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,"Los temas de la materia son interesantes, estan actualizados y ademas se plantean muchas disyuntivas interesantes (que no se responden y eso es bueno!).
El trabajo tanto del docente de la teorica como el de los docentes de la practica se vio en cada una de las clases y eso se tradujo en trabajo que a su vez debe dedicarle el alumno a la materia para poder llevarla al dia y aprobarla con las facilidades que la catedra ofrece.
El TP exige una perspectiva diferente al de las materias que curse hasta ahora en la carrera y eso lo hace particularmente interesante. Ademas, la extension y por momentos poca especificidad del enunciado permiten que cada grupo explore una solucion desde aristas distintas y que cada ayudante vaya moldeando requerimientos mas especificos segun las fortalezas y debilidades de la solucion planteada. Una muy buena: el scope estuvo bien definido desde un estadio temprano y eso permite que el alumno realice una mejor calendarizacion de sus tareas.
A mejorar: me gusto mucho que se den bastantes lecturas y de diferentes tipos. Pero esto requiere una mayor articulacion sobre todo con la practica y los contenidos que se dan en las clases grupales: muchas veces la bibliografia decia una cosa y en la practica tal vez parecia que se desentendia de eso, o hasta se contradecia un poco. Tal vez, y esto es una opinion inexperta, la solucion no sea homogeneizar el discurso porque eso esta bien, pero si hacerlo explicitamente mas abarcativo, incluyendo todas las voces que hay a disposicion (sin caer en los lugares equivocados, obvio)",
9/1/2020 16:09:05,Tecnicas de Programacion Concurrente I - Garibaldi,Muy Bueno,Si,Muy Interesantes,Si,Buenas,Muy Buenas,Dificil,Dificil,"Los temas de la teoria son muy interesantes y ademas las clases pudieron darse de manera mas o menos normal, excepto por algunas cuestiones particularmente jugosas de la materia como son algunas demostraciones esenciales y ese tipo de cuestiones bien teoricas que quedaron para ser consultadas con el libro. Por cierto, la bibliografia (aunque no se si esta actualizada, pues no se que tan necesaria sea su actualizacion dado que esta es una materia introductoria a la programacion concurrente) es buena, muy interesante y esta a disposicion.
Las clases practicas son muy interesantes, estan muy bien diagramadas y ofrecen mucha informacion (por momentos muchisima informacion). Tal vez con respecto a la actualizacion de los temas, en la practica se ven protocolos viejos como el de System V. Quiza son mejores para introducir el tema que protocolos mas nuevos, pero si no estaria bueno revisar la necesidad de trabajar con ellos por encima de posix.
Mencion especial para el caballito de batalla de la materia: el lenguaje de programacion Rust. Si hay algo mejor que cursar una materia interesante es que a esta premisa se le sume la adquisicion de una habilidad particular (que encima va derecho al CV). La materia este cuatrimestre tuvo 2 proyectos (uno en C/C++ y otro en Rust) y un TP sobre Semaforos (tambien en C/C++). Asi tuvimos un primer acercamiento a Rust, un leng de programacion interesantisimo y que comprende realmente el estado del arte. Opinion personal: seria bueno tener un primer TP introductorio en C/C++ y realizar los dos proyectos en Rust para sacarle todo el jugo a la curva de aprendizaje",
9/1/2020 16:11:23,Simulacion - Caiafa,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Dificil,De las materias optativas que curse fue la mas interesante. Me toco cursarla en modalidad virtual y creo q las clases se desarrollaron perfectamente y de forma organizada. Los profesores siempre estuvieron bien predispuestos a resolver dudas.,La herramienta que utilizaron para las clases estuvo bien. Permite grabar las clases y asi es mas facil estudiar y seguir la materia.
9/1/2020 17:03:01,Analisis Numerico I/Metodos Matematicos y Numericos - Tarela,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Dificil,Muy dificil,"Hubo problemas con el segundo tp, las consignas para realizarlo no fueron claras, las respuestas a las dudas no fueron correctas y no nos guiaron adecuadamente para su resolucion. Sin reconocer su error y cargando toda la culpa de los errores a los alumnos luego de dos semanas de haber terminado el cuatrimestre seguimos con dicho tp",
9/1/2020 17:21:08,Analisis Numerico I/Metodos Matematicos y Numericos - Tarela,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Muy dificil,"En general bastante bueno, las clases teoricas muy bien organizadas y explicado todo muy claro. Lo mismo para las clases practicas, contestando al campus las consultas y en las clases mismas.","El unico defecto que encuentro es en el TP N2, si bien son temas que vimos en el curso lo que se pidio, tambien nos dieron el condimento adicional de tener una situacion mas parecida a la realidad, lo que hace que pensemos y salgamos de los ""ejercicios de guias"" (segun sus palabras), pero si todo un curso completo no lo puede realizar satisfactoriamente y hacemos consultas via campus o clases practicas, y se contestan las dudas de manera parcial (lo mismo que nada) y despues de pasar 2 semanas (cuando dura 3). Las correcciones se entregaron a destiempo y pasadas 2 semanas de terminada la cursada se sigue esperando por las correcciones."
9/1/2020 17:32:49,Computacion - Burin,Muy Bueno,Si,Muy Interesantes,Si,Buenas,Muy Buenas,Normal,Normal,,
9/1/2020 17:53:43,Taller de Programacion II - Calonico,Excelente,Si,Muy Interesantes,Si,Buenas,Muy Buenas,Dificil,Dificil,"La materia se plantea desde el minuto cero como un gran proyecto que busca reducir la brecha entre las herramientas que se usan en las materias de la facultad y las que se usan en el ambito laboral, y lo logra. Realmente aprendi un compendio de herramientas y cuestiones que son propias del dia a dia de la esfera laboral en el rubro, pero que en el ambito academico no se terminan de explorar, o no se logra hacerlo con suficiente profundidad. Y quiero hacer hincapie en esto ultimo: la dificultad del TP radica en su extension y en cuan a fondo se ven ciertas cuestiones. Lo sufri por momentos, pero lo disfrute tambien.
Si bien comprendo que esto puede ser dificil, y aun sabiendo que los ayudantes participan activamente en el seguimiento de sus alumnos, me parece interesante plantear instancias de revision de codigo muy especificas. Hay algunas cuestiones que para la catedra son esenciales. Estos temas se evaluan en el parcial, se explican en clases, etc. Me parece que seria super interesante que se planteen dos o tres instancias para los que los ayudantes brinden alguna especie de revision de codigo. Ej: a la hora de definir la firma de los servicios API Rest, cuando se encara la funcionalidad core del TP en cuestion, ver como se levanta la infraestructura desde el Dockerfile, etc. De esta manera se pueden detectar errores conceptuales importantes y a la vez brindar ayuda especifica en cuestiones que para la catedra y la resolucion final del TP pueden ser muy importantes",
9/1/2020 18:03:24,Analisis Numerico/Modelacion Numerica - Menendez,Bueno,Si,Poco Interesantes,Si,Regulares,Buenas,Dificil,Muy dificil,,
9/1/2020 19:56:42,Computacion - Cabrera,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Dificil,Dificil,Creo que porai faltaria alguna guia de ejercicios resueltos para poder comparar y saber como hacerlo si no te sale..,"Capaz haria algunos videos de base para arrancar el curso, para entender lo basico que para mi fue lo que mas me costo, hacer ese click"
9/1/2020 22:11:12,Taller de Programacion I - Azcurra,Regular,Si,Interesantes,No,Regulares,Regulares,Normal,Normal,"El curso es lo que promete, hay tres instancias de entrega para cada fase del TP y en la clase pueden hacerse consultas sobre el enunciado del mismo.","Me parece importante que los profes sepan entender que cuando un alumno tiene un problema de conexion (no se le escucha/el no los escucha a ellos) y lo comunica durante la clase responderle de forma violenta y/o sobrandolo no presenta ni una solucion ni es apropiado para un ambiente educativo, muchas veces no se trata de algo que pueda prevenirse ni resolverse de forma instantanea.

Pedir completar varios pop-up de encuesta que dura 2 (dos) segundos durante la clase cuando esta misma ha llegado a comenzar 1 (una) hora mas tarde del horario que corresponde me parece un poco injusto, si vamos a ser estrictos, midamos con la misma vara en todos lados."
9/1/2020 22:37:00,Analisis Numerico I/Metodos Matematicos y Numericos - Schwarz,Regular,Si,Interesantes,Si,Regulares,Regulares,Normal,Dificil,"Mala organizacion en cuanto a fechas de entregas o parciales, mismo aun no sabemos cuando son los finales. ","Cuando el cuatrimestre inicio parecia que se habian acomodado muy bien a la nueva metodologia, pero fue empeorando con el tiempo. Creo que deberian implementar tener mas contacto con lxs alumnxs, no hay practicamente un ida y vuelta a menos que se consulte algo por telegram y creo que en este contexto nos es necesario una presencia mas fuerte de lxs docentes, mas que nada por parte de lxs ayudantes. Los videos son claros y van al punto, esta bueno poder elegir en que momento verlos, aunque perjudican lo que mencione antes. Deberian agregar mas videos sobre programacion, creo que el tp es complejo por esto, no por lo conceptual de la implementacion de los metodos."
9/1/2020 22:48:08,Taller de Programacion I - Azcurra,Regular,Si,Muy Interesantes,Si,No hay clases teoricas,No Hay Clases Practicas,Dificil,Dificil,,
9/2/2020 0:04:43,Organizacion del Computador - Moreno,Regular,Si,Poco Interesantes,No,Regulares,Buenas,Muy Dificil,Muy dificil,los contenidos estan muy desactualizados,
9/2/2020 0:13:07,Organizacion del Computador - Benitez,Bueno,No,Interesantes,Si,Excelentes,Buenas,Dificil,Dificil,"los temas son interesantes y muy distintos de otras materias, tambien es la unica materia que hice en la que el jtp es el docente que menos participa aunque el resto es muy participativo",que suban las clases grabadas el mismo dia o al otro dia de haberlas dado
9/2/2020 6:26:42,Analisis Numerico/Modelacion Numerica - Menendez,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Normal,Dificil,,
9/2/2020 7:57:52,Administracion y Control de Proyectos Informaticos II - Alvaro,Malo,Si,Nada Interesantes,Si,Malas,Malas,Muy Facil,Muy Facil,"Materia para los ""entrepreneur"" ladris",
9/2/2020 11:29:37,Introduccion a los Sistemas Distribuidos  - Carisimo,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Dificil,Muy dificil,,
9/2/2020 11:30:59,Manufactura Integrada por Computadora I - Ierache,Bueno,Si,Interesantes,No,Regulares,Buenas,Facil,Facil,,
9/2/2020 12:06:49,Algoritmos y Programacion I - Costa,Muy Bueno,Si,Interesantes,Si,Excelentes,Buenas,Normal,Dificil,,
9/2/2020 13:04:08,Teoria de Algoritmos I - Wachenchauzer,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,"Muy llevadero y productivo, Victor se rompio el lomo y se nota.","Para todas las materias en general, obliguen a prender la camara a los que puedan, es muy triste ver al profe hablandole a 20 imagenes de nombres"
9/2/2020 13:14:45,Algoritmos y Programacion II - Buchwald,Excelente,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Dificil,Normal,,
9/2/2020 15:10:40,Analisis Numerico/Metodos Matematicos y Numericos - Rodriguez,Regular,Si,Interesantes,Si,Regulares,Regulares,Dificil,Dificil,,
9/2/2020 16:29:35,Sistemas Operativos - Clua,Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Normal,,Me gusto la modalidad que usaron para el examen. Usaron una pagina que se llama exam.net. No se que modalidad usaron otras materias pero esta me parecion bien.
9/2/2020 16:36:48,Taller de Programacion I - Azcurra,Bueno,Si,Interesantes,Si,Buenas,Buenas,Dificil,Dificil,"Creo que le tendrian que dedicar mas a la parte de cliente servidor e hilos en las explicaciones teoricas. En mi caso le dedicaron una sola clase a ese tema, si bien hay ejemplos. Creo que podrian presentarlo con mas anticipacion que la fecha del tp2 para que los alumnos se vayan familiarizando con el tema mucho antes.",La aplicacion que usaron para las clases me parecio que esta bien.
9/2/2020 17:03:15,Seminiario de Ing. Informatica I y II - Caram,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,No Hay Clases Practicas,Facil,No hay TP,,
9/2/2020 17:05:13,Analisis Numerico I/Metodos Matematicos y Numericos - Tarela,Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Dificil,En general estuvo bien.,"Las entregas me ayudaron mucho a entender los temas, aun mas que los ejercicios de la guia. Pero con el segundo TP senti que me falto algun ejemplo mas complejo en la parte teorica."
9/2/2020 17:08:26,Base de Datos - Beiro,Excelente,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Normal,Normal,Muy buen curso. Los docentes son excelentes. Predisposicion y claridad a la hora de dar la materia,
9/2/2020 17:43:24,Seminiario de Ing. Informatica I y II - Caram,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Facil,No hay TP,"Linda materia, amena, son temas bastante particulares que a mi me gustaron, recomiendo la materia",nada que los docentes no hayan dicho que fueran a implementar el cuatri que viene
9/2/2020 18:47:06,Algoritmos y Programacion I (Electronica) - Essaya,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Dificil,Dificil,"Excelente curso, en mi opinion el mejor para electronica ",
9/2/2020 20:08:11,Algoritmos y Programacion I - Mendez,Excelente,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Dificil,,
9/2/2020 20:57:20,Analisis Numerico I/Metodos Matematicos y Numericos - Tarela,Muy Bueno,Si,Muy Interesantes,Si,Buenas,Buenas,Normal,Normal,"Muy buen curso, presenta temas actualizados para los TP y son exigentes en la justa medida. Recomendable.","Sugerencias: Destinar una clase practica completa a la explicacion del TP (mas que nada por lo ocurrido con el TP2). En cuanto a la teorica, dar una devolucion, aunque sea general, para las Entregas (como se hizo con la Entrega1)."
9/2/2020 22:00:25,Base de Datos - Beiro,Muy Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,No hay TP,"Buen curso en lineas generales. Quizas cambiar un poco las clases para que no sean tan largas ni extensas en cuanto a temas. La gran contra (que nada se puede hacer) es el curso en solo un dia (miercoles). Pero mas alla de eso, buenos docentes, dedicados y correcto metodo evaluativo",
9/2/2020 22:01:22,Base de Datos - Beiro,Excelente,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Dificil,No hay TP,"Excelente en todo sentido. Clave hacer los parcialitos y los talleres, te dejan muy bien preparado para rendir.",De las materias que hice lejos la que mejor se adapto. Estoy muy agradecido con todos los docentes por el esfuerzo que hicieron.
9/2/2020 22:05:15,Algoritmos y Programacion II (Electronica) - Calvo,Excelente,Si,Muy Interesantes,Si,Buenas,Buenas,Normal,Normal,,
9/2/2020 22:06:08,Teoria de Algoritmos I - Wachenchauzer,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Facil,Normal,,
9/2/2020 22:08:10,Taller de Programacion II - Calonico,Muy Bueno,Si,Muy Interesantes,Si,No hay clases teoricas,Buenas,Normal,Dificil,,
9/2/2020 22:08:15,Taller de Desarrollo de Proyectos I - Piñeiro,Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Normal,,
9/2/2020 22:10:04,Administracion y Control de Proyectos Informaticos II - Alvaro,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Normal,Facil,,
9/2/2020 22:35:00,Organizacion del Computador - Benitez,Bueno,No,Interesantes,No,Buenas,Muy Buenas,Dificil,Muy dificil,,
9/2/2020 23:13:50,Base de Datos - Beiro,Excelente,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Dificil,No hay TP,Creo que es el mejor curso si te interesa aprender bases de datos.,"Definitivamente grabar las clases fue una decision acertada.
Las practicas de manera virtual no estuvieron tan buenas como suelen serlo presencialmente, pero creo que los talleres (a pesar de que mucha gente se iba) resultaron dinamicos y utiles.
Idealmente, estaria bueno que tuviera un ""final promocional"" con enfoque en la segunda parte, asi se llevaria la materia mucho mas al dia despues de rendir el parcial."
